text,label,notes
"Is my gible broken? She literally has the jolly nature. What the hell is up with those stats!?! Also, why is the speed stat red!?! Last I checked, that means speed is lowered. But jolly increases it. I'm on ""challenging"" mode and am using a...""different"" type of emulator which I don't wanna name because I'm paranoid it'd get deleted if I tell more people. Especially on this app/website. But I will if needed. Also, can I get rough skin any way? Or am I stuck with sand veil? edit: when I said ""broken"". I meant if this was supposed to look like this. cus I don't remember the nature buffs being red and debuffs being blue. pretty sure it was flipped...am I having a Mandela effect moment right now?",team_building,
"Unown shiny hunting done. A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z, !, ?",achievements,
"Nuzlocke(Difficult) Update: Groudon just killd my MVP😭. Made it through Marlon, Maxima, my Rival(killed my starter Pupitar and my MVP Clefeable😬), Ho-Oh and Lugia... Then Groudon decided it was my turn to suffer. I led with Sandmann (Palossand) and hit it with Scorching Sands. After that I expected another Lava Plume, so I switched into Groteskio (Emboar), planning to bait a Ground move and pivot into Pampers (Togekiss). But Groudon was like: ""You've predicted my move. Unfortunately, I've predicted your entire life."" EARTHQUAKE😬💀 RIP Groteskio. One of the MVPs of this run. 😭 Honestly felt like I got outplayed in a Regional Finals match. Now I need a new Fire-type. Would you guys go with Pyroar, or grab a Sinnoh starter from Dehara City? If so, which one?",discussion,
"First time playing a truly ""Hard"" ROM hack - loved being able to use Ledian all game! My previous ROM hack experience was just a couple of Drayano and Drayano-style ones (BB2 Redux, Renegade Platinum, Rising Ruby), Emerald Seaglass, and Lazarus. So this was by FAR the most thought I've ever had to give a Pokémon game. Challenged myself to do Expert first time through and I did it! Also included is my box of main team members. Some were on my regular team for a while, and some were specialists I trained up for specific major battles. Definitely the most mons I've used in a playthrough! The biggest walls in my journey were Ho Oh/Lugia , Reshiram/Zekrom , Aklove 1 , Ivory 3 , Alice, Mel, and Moleman. Like basically everyone, Alice is where I first started having to actually breed and plan. Looking forward to the post-game!",achievements,
3rd Gym Badge aquired. I finally got my 3rd badge on my delibird solo run! Man her minior keep one shoting my delibird with ancient power 😥 it was demoralizing. BUT WE PREVAIL AND MOVE ON!,achievements,
Finally fist time hall of fame,achievements,
"Beating Pokémon Unbound again, as always one of the best hack rooms.",achievements,
"Level cap exp share. Quick question. If my level capped metang wins the fight and gets 1xp, does the others get their normal exp amounts?",help_request,
"Is every gym like this? First off, nothing but respect for the game. This isn't a gripe. It's me trying to understand the expectation to see if it's actually what I'm looking for. Basically, I've had to Google 2 of 3 gyms far, and the one I beat without it was a bit of luck. At every gym am I going to have to stop, go catch very specific mons with very specific items etc, in order to from getting curb stomped to turning the gym into a joke? There hasn't been any middle ground. I've ever been relentlessly wiped with no chance of winning, or I got the specific mons from online and the battle became trivial. I like the idea of having to think during a battle, but maybe I'm just not familiar enough with Pokémon? Because I'll see post about a gym and it'll be more or less ""oh yeah get a gengar and tech hex to win"", but how was I supposed to reasonably come to the conclusion that that Pokémon and that specific move were the key? That's where my frustration is coming from",help_request,Could be discussion but the main purpose of this Post is asking if every Gym mechanics are the same.
First Unbound playthrough completed. I played with no items on and the difficult difficulty This game has been so good and I can't wait to start the post game,achievements,
"Rival killed my starter in Nuzlocke (Difficult). Got through Marlon's Zapdos fight and Maxima with zero losses, so I thought I could finally relax. Then Jake jumps me out of nowhere 5 steps later and starts switching like we're playing in the Pokémon World Championships. 💀 Won the battle, but the price was my Pupitar (8 levels away from Tyranitar...) and my Clefable. Nuzlocke continues, but man... screw that rival. Now I really need some good encounters to recover.",discussion,
I am struggling with Portia and sterling what can I do to help(difficult). garchomp has mega stone Magnezone has magnet Gardevoir has mega stone (can't find what to change with) Lucaria has black belt Samurott focus sash Noctowl has scope lens,team_building,
Finally beat the league on difficult.,achievements,
"Are there any specific Pokémon that can only be caught in a raid den?. Been playing this game for a while now and completed all the missions apart from catching every Pokemon and the final rock monotype (i started with tyranitar - well larvitar - and so thought it would be poetic to complete the last mission with a rock mono). My clock settings keep bugging however meaning raid dens don't work. So my question is, am I able to catch every Pokémon without the dens, or am I going to struggle completing the mission as a result? TIA",help_request,
Updates on my mono water team. Had to change to difficult instead of expert. Still very challenging. Just beat the 5th eletric gym (thanks to lanturn) Going to start to train my horsea now. Enjoying a lot this hack rom!!,team_building,
"Help me pick a singles team for the Battle Frontier. Hello everyone! I’m playing on difficult and have gotten to 20 wins in the battle tower singles 6v6 format just the once tonight. I have a great team, and I’m confident I can make it farther, but I got stopped by Big Mo and his team of mostly bulky fighting types. Included are a screenshot of my team as well as of a box containing all of my currently available EV-trained max IV Pokemon. Bonus screenshot is of my box containing mostly decent Pokemon that I *can* train and probably will at some point. So far I’m using Mega Lopunny as a fake out lead, then I’m pivoting depending on opposing strats. I have Volcarona, Dragonite, and Cradily who can set up, and then I have Milotic for additional stall and Porygon Z for scarfed coverage and hyper beam. I currently am not using entry hazards, weather, stat neutralizers, prankster, or knock off… which I know could be improved. I will gladly detail any of the sets on any of them if asked. So, what kind of monstrous team can I build? I want to win! Thank you!",team_building,
"Shiny starter. Hi all, I have seen so much conflicting information on the internet regarding how exactly shinies are calculated for the starters specifically. First off, if at all possible I don't want to do masuda method or dex nav later in the game. I enjoy the hunt and would like to start off with a shiny. Most of the info I've seen says that shiny starters are dependent upon the frames, as well as there being a sort of ""batch"" that is determined upon creating a new game. So to my understanding, resetting the frame rng every once in a while isn't viable if a shiny isn't included in that ""batch"" (idk what else to call it). I could be completely wrong lol. Also, I've seen less (but enough to make me unsure) info that suggests that it is completely rng and not frame based. I wanted to make this post to get a definitive answer, sorry if it is already somewhere here on this sub (if it is a link would be nice). Doesn't help that there just straight up isn't enough shiny hunting for the starters video content so it's hard to see people's methods. Thanks for your help :)",help_request,
"Looking for some help re head smash on Aggron. I'm playing on expert, 4 gyms in and want a head smash aggron if possible for my sand team. From what ive seen so far I need to get it as an egg move from crandios or tyrunt but I dont have access to fossils yet and tyrunt is the only viable option anyway with the level cap of 45 to learn it for breeding. Is this an actual wall for now or am I missing something? Ive already got a high IV, EV trained and natured Aggron so have seen the option to transfer the egg move over from daycare but can this be shared across same species or general egg group? Also just anyones experience of using this move on aggron/mega aggron on expert would be interesting for me Thanks in advance",team_building,"Could be help_request but the User is asking a specific moveset/build for a pokemon, in this context, it will be Aggron."
"Sturdy moment. Mega Altaria lvl 100 was sweeping my entire team in Pokémon Unbound. It OHKO’d basically everything, including my lvl 99 Florges. Then my lvl 72 Magnezone came in. Sturdy left it at 1 HP, I got one attack off, and somehow that was enough to win the battle. 28 levels down. 1 HP left. Absolute legend.",team_building,
"Good Mega Beedril teammates [Expert]? I have awoken to M-Beedrill supremacy, and my life has forever changed. I'm brainstorming a team for Expert that revolves around M-Beedrill sweeps. I usually lean towards bulky offense, so I don't have a ton of practical experience with a hyper offense mon like M-Beedrill. My first thought is Magnezone, since it covers 3 of 4 weaknesses and can slow-pivot M-Beedrill in. After that, maybe a Flash Fire mon to cover the Fire weakness? I'm not in love with any of the Flash Fire options, so maybe someone could recommend one? I'm also not sure what to fill the rest of the team with, so I'm hoping for some suggestions on that front. Any and all advice is welcome. Thanks!",team_building,
"Where do I get Rock Smash? I defeated the flying gym, the leader gave a task to steal feathers from wingull/Pelipper, I'm allowed to use it but I don't have it, I've competed the Ninetales rescue",help_request,
"My Blind Nuzlocke is on fire😍(Difficult mode). Honestly, I was terrified going into this fight. 😭 Leading with Pupitar turned out to be huge because it resisted everything Zapdos wanted to do and could immediately put pressure on Marlon. My other big win condition was putting Krookodile to sleep with Yawn from Togekiss. Once it was asleep, dealing with it became much easier. The fight actually went better than I expected. I focused on taking down Dusclops with Ampharos, Emboar and Clefable without letting the rest of my team take too much chip damage. That left me in a much better position against Swoobat and the sleeping Krookodile later on. Somehow I made it through with no deaths. 😅 Now that Marlon is down, would you recommend just continuing the main story, or are there any important side quests/items I should prioritize for a Difficult Nuzlocke run?",achievements,"Could be discussion, but the User is describing their accomplishments of the moment."
Where can I get an odd keystone?,help_request,
Stuck in sewer? I am in the sewers looking for some guys socks.. am I meant to be able to walk right here? Seems to be an invisible wall but from what I can see looks to be the way into the water,help_request,
"How do I get Shedinja? I'm almost complete with my national pokedex but Shedinja's the last on the list. Based on the Unbound Wiki, evolve Nincada at Level 20 while you have at least 1 empty space in your party & 1 available Poke Ball to get a Shedinja. But here's the thing, I tried that already but it keeps on evolving to a Ninjask. Here's the list of what I tried already (but still failed miserably): Breed Nincada (lvl 60+) with Ditto to get unli Nincadas since it's a swarm encounter I leveled up Nincada from lvl 1 to lvl 20 with plenty of pokeballs and 2 empty spaces in my party Tried solo evolving Nincada so it's the only one in my party, nada Evolved Nincada during the day and at night, still a Ninjask I also evolved my OG Nincada (lvl 60+) with the requirements, nothing Pretty sure it's not a friendship evolution nor does it have to do with abilities but I've exhausted all my options and I still end up with a Ninjask not a Shedinja. Am I missing something? As much as possible, I do not want to cheat and I've never messed up with the time so is this a bug or just a me problem haha. I'm also playing this with my iPhone using Delta emulator and I'm pretty sure I downloaded the latest version since I only started last month. Also in vanilla difficulty :) Anyway, I'll be grateful for any tips. Tyia!",help_request,
"Move manic can't teach hypnosis? Caught a gastly that I guess didn’t know it, but just thought I could teach it down the line with the move maniac when I got around to it. Level 45 gengar but only has a list of 12 moves to teach",help_request,
Finally!! Taking new game plus pokemon recommendations. Right now I’m for sure taking marshadow. Trying to find a Cinderace in the cube corp raid den but that’s taking forever. Any other recommendations?,achievements,Could be team_building but the main focus of this post is for the User to showcase their accomplisment of obtaining the Black Card.
"Finally finished Unbound. Registered all 905 Pokémon, got every unique gimmick item in the game, and got the Black Card. I finally did it I finished Pokémon Unbound on Difficult mode. If there was a PS trophies or Steam achievements thing in Unbound, I legit think that I would have them all. Or at least most of it if we're not including the other game modes like Expert and Insane. But I just feel so tired from playing this game for so long that I can't bring myself to play a New Game+ on a higher difficulty. Everything I've done to finish Unbound includes: Getting 5 stars on the Trainer Card. Registered all 905 Pokémon in the Pokédex. Collecting every Pokémon in the game, including all Pokémon with obvious gender differences, both original and regional variants of Pokémon with a regional variants, Pokémon with unique forms based on environment or nature, all Pikachus, Spiky Eared Pichu, all Unowns, all Rotoms, all Vivillons, all Furfrous, all Miniors, all Alcremies, every GMax form, and both Kyurem and Necrozma's fused forms. Collected every unique gimmick item in the game like every Mega Stone, every Z-Crystal, every Arc Plate, every Memory Disc, every Genesect Drive, both Blue and Red Orbs, both Rusted Sword and Rusted Shield, all of the Creation Trio Orbs, Gracidea, Reveal Glass, DNA Splicers, Prison Bottle, N-Solarizer, and N-Lunarizer. Finished every Gym Leader Shiny Pokémon trade in Magnolia Cafe. The only thing that absolutely sucks about doing these was getting the Genesect Shock Drive and Chill Drive, as far as I know, there's absolutely no way to get these 2 drives in-game or in the Battle Frontier Demo, you have to trade it over from completely different Pokémon rom hacks that are compatible with Unbound Cloud or get it from someone else who already have those drives. So I admittedly had to get those the unfavorable way, since I didn't wanna play some new rom hack just to pass those 2 drives over to an almost finished game. But aside from that, items like Incinium Z, Rusted Sword/Shield, Burn Drive, and Douse Drive were all obtained from Random Battles in the Battle Tower. There were also some Pokémon that for the life of me would never appear in Random Battles no matter how many times I rerolled, so I ended up just getting them from the Battle Frontier Demo's front desk. The two Pokémon I'm almost confident never appears in Random Battles are Kubfu and base form Calyrex; the Pokémon I know can appear in Random Battles, but took so long to appear that I just got it from the Demo are the other Cosplay Pikachus, except Libre and Belle. And since I was collecting Galar Legendaries in the Battle Tower, I figured I might as well get the fused forms of Kyurem and Necrozma as well too so that the original ones I caught don't have to be fused together.",achievements,
"Does Oshawott evolve into regular Samurott or Hisuian Samurott? Quick question: If I pick Oshawott here, will it evolve into regular Samurott or Hisuian Samurott? P.S. Which one would actually be better for my team? My box is pretty much full of unusable Pokémon right now. (Playing a Nuzlocke btw). I just beat Mel, and the difficulty (I'm playing on Difficult) is starting to ramp up hard. 💀",help_request,Could be team_building but the main focus of this post is that the User is asking if the pokemon evolves into their regular form or their hisuian form.
"What pokemon + item do you guys bring to NG+? Insane. First of all pokerus is no brainer Amulet coin might be useful? But I think insane doesn’t allow items during battle, so a whole lot less important Prob a lucky egg Maybe macho brace? But it should be obtainable pretty early right? Focus sash maybe rly useful for early game. Idk how hard the insane is yet. Left overs might be good as well A master ball? Or mega stones? Z crystals? — As for pokemon, I’m totally lost. I’d prefer to avoid brining some op pokemon like Xerneas, or even Evium Z Eevee lol, but idk if the difficulty demands a strong mon. I’ve got a bunch of utility pokemons, like amoongus / toxapex / alolan Muk / alolan wheezing / dusclops/ clefairy / pyukumuku What did you guys bring? And how much thought should I put in it for insane",discussion,Could be help_request but the User is asking others of their opinion on what to bring to the New Game +.
"For the life of me i can't find sensu Oricorio, please help. I am currently in Flower Paradise shiny hunting and i already got all the other three (baile, pom-pom and pa'u) and i was looking at the purple flowers because everywhere i read it said they can be found at the ""pink-purple flowers"" and ""blue-yellow"" flowers, which makes no sense because those are not colors, the only flowers here are blue, yellow, pink, red and purple, and color me surprised when i start hunting on the purple flowers and only find baile oricorio, i mean the red flabebés where quite the red flag but it was truly disheartening to know i wont find them there either, now i am lost and i simply don't know where they are, please if someone knows and can help. P.S.: I started hunting around moring, so if its something about the time please let me know",help_request,
"Help with corrupted save file. Hi there. I recently started getting into the game a couple weeks ago and after around 7k reset i finally got my shiny beldum. However after about an hour of playing I saved the game and when i came back to it, it said the save was corrupted and it rolled me back to a previous save (which was fine since i had saved not long before). However even if i move a couple steps, save again and reload it still says the save is corrupted. I had the file corrupt before and tried to play again and it worked and then once i handed in a quest again it corrupted. Any help would be appreciated. Link to the .srm save file and Unbound gba file: https://drive.google.com/drive/folders/1zCZuGBneKTgh1QhLZ3O2iSqpKxzn1XCG?usp=drive_link Edit: Double Saving seems to let me continue playing as it rolls back to the first of the 2 saves. I just hope that theres nothing thats screwed up in the game",help_request,
"Is there a good way I can PP stall Tapu Bulu out of Wood Hammer so he doesn't knock himself out? Tapu Bulu is such a pain in my side right now to catch, because I can't consistently bait out Wood Hammer while he's at a high enough HP to not die from it. Is there a way I can keep him from doing that?",team_building,"Could be help_request because the User is seeking advice on catching a pokemon, but the post is more asking a battle strategy to catch a pokemon."
"What can I do with all the gems. So.. Im trying to get swampert mega, so Im farming gems in cristal lake for a while. My Lucky isnt very good as I found inumerous unecessary gems, and still only one fire and 3 water. My qustion is. Besides the megas from 3 gen, the master balls and boosting attacks, theres anything else I can do with the gems? I wish we had a NPC that trade gems types. Like fairy gem for fire idk.",help_request,
"How to get all outfits. Bit of a spoiler ig so I’ll block in case It seems like the outfit you get from red depends on if you’re character is boy or girl. I’ve gotten one of them. Is it possible to get both within the same save, without NG+?",help_request,
"Quick trade, need a scyther. Anybody got a Scyther they could trade real quick?",discussion,"Could be help_request because the User is asking for a Scyther, but the idea of the post is connecting a User with another, thereby creating a conversation."
"Is there any other way of trading other than unbound cloud? My unbound file is version 2.1.1.1 and it said it only supported 2.1.0 iirc, which im very confused of, am i unable to trade? Really wanted to transfer some pokemon, are there any other workarounds do this or no?",help_request,
"Shiny Metatoast! ✨. After taking Metatoast with me everywhere to capture countless shiny Pokemon & even saw some struggle out, I’ve decided to create Metatoast IRL! I have a few more pieces to print (12-14 hours of printing) then glue the remaining ones together and I’ll post an update picture of Metatoast! 😆✨",achievements,
"Mel left a bad taste,thoughts? WHOMP, this got long, sorry! First off, I want to be clear that this is not a criticism of the game, the issue I’m about to bring up is something that the game LITERALLY asked you about right in the beginning when deciding what difficulty is best for you. So I’m not knocking it, just curious of all your thoughts. Playing on Expert. Between the third and the fourth gym, I spent a lot of time catching and breeding different Pokémon. I wasn’t tied to 6, I was cycling a few out to, but had a solid 4 with good synergy. Lots of breeding, Dex nav and Dresco battle house. No complaints, I enjoy building teams. I know all of the gyms are a puzzle with a gimmick. I get to Mel. My team gets their ass kicked due to the inverse. Right away I think to myself, “Ok it seems like the OBVIOUS answer to this one is toxic spikes, gengar, hex” But I always try to go against the grain a little bit. Wanted to stick somewhere close to the team composition I worked hard to build. Tried a bunch of different compositions and keep getting smacked. “Ok, now I’m starting to think one of the ONLY answers to this one is toxic spikes, gengar, hex” Try some more, get super frustrated and then give into toxic spikes, gengar, hex. Sweep Mel. On one hand, I was able to figure out the solution to his gimmick pretty quickly. But on the other, I was frustrated feeling like I was pigeon holed into that ONE solution (I’m SURE there are more). Felt hollow. I’m NOWHERE NEAR as high a level of player as many people here. I LOVE the difficulty, but I also like having the freedom to many solutions to a difficult puzzle, I didn’t feel this way with radical red. Even though the game asked me in the beginning and my answer was yes. Part of me wonders what the point of spending time to team build is, if I’m going to blow it up for one of the few solutions to each gym. Anyone else feel this way? The obvious answer is GET BETTER, I know LOL More curious if anyone else had these thoughts/frustrations!",discussion,
"First Playthrough Finished! My first romhack ever and what I imagine will stay up there as my favorite. I wanted to add an extra challenge to the game as I was worried Metagross would carry too hard with a monosteel run and boy was I wrong. Mono-steel proved harder than expected, especially in some early game gyms (the normal gym seemed engineered to hard-counter steel). The amount of fire coverage across the board meant having to pivot around a lot of one-shots and praying on Heatwave misses in double battles. Ferrothorn actually ended up being MVP, not Metagross, hard-carrying certain sections of the mid-late game. An absolute blast! Wouldn't have done it any other way",achievements,
"Series of bugs/glitches- save file repairable? Hi all, I’m currently trekking through NG+, with around 100 hours across the two saves, and have encountered a really unfortunate series of bugs. I’m hoping that some of the gurus on here might know how to fix it. *Bug 1: Bad Eggs* At some point one of my PC boxes got mostly filled (maybe ~20 slots) with Bad Eggs. No clue when exactly this happened, as it went into Box 20 and I was fairly early in the game, so never ventured that far into my PC. I simply got rid of the Bad Eggs using the Daycare Man, and everything progressed normally for maybe 10 more hours. *Bug 2: ??????? Items* Maybe around an hour of game time ago, I noticed I had 22 ???????? items in the general storage of my cube. Again, I simply tossed them and carried on, hoping for the best. Everything continued playing as per usual. *Bug 3: MissingNo and Encounter Freezes* I ran into grass, and encountered what I can only describe as a MissingNo type Pokemon. Question mark icon and glitched name display. The game crashed immediately after the encounter loaded. I haven’t been able to replicate this, as on subsequent attempts the game has simply frozen (sometimes with distorted audio) when I do try initiate an encounter. *Bug 4: TM case TM000* Concurrently, the majority of my TM case seems to be full of glitched TMs. Interacting with them turns the screen green and pink, and crashes/freezes the game. After scouring this subreddit, it seems that many people have encountered these bugs (usually in isolation, mind you - none have described a progression of bugs like me). Is there a solution? I’m not too keen on abandoning my NG+ file completely, but the earliest backup I have retained still has the Bad Eggs, so just rolling back isn’t an option unfortunately. Any ideas as to a solution that doesn’t involve me kissing goodbye to 100 hours of progress? **Technical Context** Emulator: Manic EMU, iOS. Using the mGBA core. Unbound Version: 2.1.1.1, correctly patched onto the Squirrels ROM. Other Info that Might Be Relevant: * I haven’t used any cheats. For whatever reason, users on other threads reporting similar issues seem insistent on blaming the OP for using cheats and corrupting their game. This isn’t the case here. * I do love using the fast-forward feature, and often run at 2x-4x speed. Hasn’t seemed to cause issues till now? * I’ve never tinkered with the clock on my device. * The game fairly regularly tells me my save file has been corrupted, and did this throughout my entire NG playthrough too. I’d learned to think nothing of it, as the game seemed to simply revert me to an earlier save where things were fine. I got in the habit of saving 2-3 times on each occasion, as this seemed to limit the loss of progress considerably. * I can post screenshots/videos of Bugs 3 & 4 if it would be helpful - just let me know. EDIT: I’ve come to conclusion that my save file is likely cooked beyond repair, though I’m not too keen on doing a full NG run again to get to where I am. Does anyone have a post-game file that doesn’t have the black trainer card yet, but does have all key items (sans perfected stat scanner?) and upgraded power items? If yes, I’d love if you could DM me to share - will be heartbreaking to see my save go, but at least I’ll only be losing ~4 gyms’ worth of NG+ progress this way.",help_request,
"Shiny gliscor but.. In my random game i can't get gliscor,only hatching eggs so i was griding eggs until It was a Shiny but It never comes out. . So i just get desesperate and i waste 500 bp It's a cool Shiny? It Is I get It by effort? Hell nah But well Is a Shiny anyways so only two left to complete my team",achievements,
"Pokérus!!! This is the first time something like this has happened to me, and I know the odds of Pokérus aren't high at all (I've played FireRed, Emerald, Platinum, SoulSilver, Black 1 and 2, Y, Omega Ruby, Ultra Sun). At least I was lucky enough to have this happen after years of playing and my first ROM hack. All I need now is a Shiny to feel even luckier. And that's despite the fact that Pokérus is harder to get than a Shiny, and I've never been able to get a Shiny Pokémon.",achievements,
"Yall got any shiny hunting tips? Aside from DexNav chaining and Shiny charm. After collecting every single legendary, mythical, and ultrabeast pokemon in just around 1-2 weeks, i got bored and decided to shiny hunt, im almost at the 1000th encounter tryna find a god dang riolu, i tried looking up tips and all that it says is to DexNav chain which ive done, but doesnt prove too effective, yall got any tips on this?",help_request,
"Progressing after beating magnolia city gym. I just beat the magnolia city gym, I'm loosely following a guide. So I headed north for the swamp, and it looks like there's supposed to be 2 NPCs at the entrance offering quests. The one is the scientist asking to catch all the Pokémon in the swamp. The other one is given by Tessy after beating the gym, I guess you need to battle the Granbull goons in the swamp. The problem is Tessy isn't there. She's still sitting in the gym. I read something saying the previous granbull terror quest was a prerequisite for this quest, but I've surely did the other one. I'm rather confused on how to proceed here. Can anyone point me in the right direction? Did I miss something? The guide I'm following doesn't mention this as a possibility what so ever.",help_request,
Hall of fame guys. I had a lot of fun playing through this game it was a really wonderful ROM hack electivire gallade tyranitar just pretty much everyone on the team helped especially against Jax anyway I was playing on difficult mode.,achievements,
"Just downloaded, now what? Hey folks, this is my first romhack. I understand I need some sort of emulator but looking at the Hackdex, I'm not sure which emulator is recommended. I'm assuming I want to use a NDS emulator, and not a GBA one?",help_request,
Victory Road (vanilla). am i ready for the victory road and championship challenge?? i had an empty slot for so i just filled it with hoopa so if u have other suggestions i can change him. Also i used to be always be in level 70+ for leagues am i good with 60 here?? idk why but im very underconfident in this team. the azumarill is kinda testing me cuz its the first time im using something like this. i spent some time getting a huge power aqua jet+belly drum but it feels like it will die if i belly drumb on him im just not confident. Toucannon has skill link so bros been very good entire game should i just run it down once and hope?,team_building,
First EVER Wild Shiny! I've played every Pokémon game since Red & Blue and have never encountered a shiny without the Shiny Charm/Masuda Method/Sandwiches etc etc. I was already loving this game but now I'm officially obsessed!!,achievements,
Call me crazy but I'm doing it. I love delibird (I know he's not the best but he's one of my favorites) so I'm doing a solo run using just him! Wish me luck!,discussion,
"Need a good team for double battle in battle frontier. Looking for some fun party for double battle in battle frontier. Am playing in difficult mode and am currently going with rain team with Pelliper , Swampert, Goodra and Scizor. Kindly suggest good party with different strategy, have seen Sandstorm and tailwind strategy used by others, but want to check up what people here are doing.. Thanks in advance",team_building,
"what do you think would be the best pokemon for ""you are my only""?",team_building,"Could be discussion but the User is asking for pokemon recommendation for the ""you are my only"" mission."
should i start and finish this game? it looks interesting,discussion,"Could be help_request because the User is asking an advice regarding the game progression, but the idea of the post is that the User is asking for people's opinion."
Anywone with a spare popplio and or cyndaquil. Hello I’m new to the game and want a popplio and cyndaquil to add to my team. If anyones able to trade me a spare id be very greatful,discussion,
Pokemon suggestions for elite 4. What are some good tanks /special attackers I could bring to the e4?,team_building,
Hi everyone! I need some help with emulators. Hi there! Im looking for android emulators ive seen alot of people reccomend pizza boy but idk which one it shows me pizza boy A basic c Basic A pro etc. So which one do i go for?,help_request,
"NG+ question. For NG+ can you change EVs, IVs, and natures freely or is that only in sandbox mode?",help_request,
"Expert Difficulty: Fallshore Inverse Battle Help. Assalam alaikum, hope everyone is doing well. What's a good strategy for the 4th Gym's inverse battle? I decided to watch two videos and somehow ended up even more confused. At this point, I'll probably look up move-sets and stats since Mel uses a lot of Pokémon I've barely seen before. (My Nuzlocke encounters are in the pictures.) Umbreon: Reward for completing Anime-core Ark IV (Volt White 2, imported from Ark III Grand Colosseum). Charizard: A perfect IV Charmander was traded to me for a Litleo. It felt weird using it, so I bred another. I'm playing on Expert, and I've cleared most of the area around Fallshore City (doing the Granbull Gang afterward since my levels are starting to get a bit high) and finished every trainer in the gym. My inverse battle experience is pretty limited. Besides the trainers before the Gym Leader, I've only really dealt with it in Polished Crystal. I almost considered just going in blind, but I figured it was better to ask for help. Especially if it's anywhere near as difficult as Polished Crystal's inverse battle, which I barely made it through. I'll be posting progression videos later. I haven't had the time to go through everything and make montage videos or major battle highlights yet.",team_building,
"Corruption close call, holy phew. was really lazy while my ds was flashing and dying, and i thought i could save it before the thing shut down. it ended up shutting down mid save and fuuck i went through all the 5 stages of grief. with dread and fear i booted the thing up, ready to mourn. looks like it survived though! ive been thinking of copying my file on a physical gba flashcart..maybe this is a sign to do so, before this happens again. aiieee",discussion,
Help with team building. Difficult. Hey all I’m struggling with the difficult play through and finding the right Pokémon to catch. Would anyone have any suggestions which Pokémon to catch/ locations to be able to beat the game on difficult difficulty? I’m currently have two badges. Thanks in advance.,team_building,
Shiny hunt. Been shiny hunting for gible for the last 8 days. I’m 6100 resets in. Using iPhone 13 Pro on Manic Emu at 5x speed. No save states just resetting. Is there anything I’m doing wrong or am I just incredibly unlucky? I’ve never had to reset this much for a shiny before.,discussion,"Could be help_request because the User is asking if they are doing anything wrong, but the post is mostly about the User talking about their experience shiny hunting."
Discord problem. Why do i not have permission to view the channel nor to write in it,discussion,"Could be help_request because the User is seeking help of a problem, but it is not a game problem."
"Struggling on Vanilla difficulty 🤦🏽‍♀️. So embarrassing, but I can't beat the last fight in the mansion 🤦🏽‍♀️ what Pokémon should I use please?",team_building,
"You always remember your first time 🥲. Took a break before the E4 to play Radical Red for a while. Came back and did a little rebuild around Contrary Serperior w Baton Pass Blaziken giving defence and speed boosts, and dual mega Gengar and Meta. Meta barely had to do any heavy lifting and honestly could use a swap or rebuild. Now onto the postgame",achievements,
"DexNav shiny Hunt. Hey guys, i am tryin to shiny hunt Elekid and have some questions. Is the Counter in the bottom Right corner of the dexnav important? And what dos the 3 Stars mean?",help_request,The post includes some information that isn't really needed.
Could anyone suggest a good BP Farming team? Difficulty is Vanilla and Singles 3v3 (Smogon Ubers). Need a good BP farming team suggestion mainly because whatever i make sucks and gets wrecked immediately 😭,team_building,
Had a blast with it!,achievements,
"Should I be catching everything early on? First time playing this one, been a long while since I last played any pokemon. So, I just beat weed gym, and was wondering, should I worry about catching everything I can this early or im better just progressing more and coming back later, with better balls and probably someone built for catching (false swipe for example) Usually I just move on, and try to capture whatever shows up, but I noticed here the routes are shorter, but have a bunch of extra space to the sides, or areas with different encounter pools, as well as having some encounter pools with way more variety than usual, meaning my usual aproach would get me 2~3 new catches out of 8 new ons in the route. I wanted to avoid backtracking on foot so Ive been trying to get as many as I can for now, since idk when I get fly, but just circling around route 2 for a scraggy is getting me (specially after critical hitting one and OKO it).",discussion,"Could be help_request but the User is asking for people's thoughts about an action, rather  than a gameplay mechanic."
"Team help (difficult difficulty). Just beat Mel but i’m feeling my team isn’t working that well, mostly crowbat and hariyama any recommendations?",team_building,
"Beat the game for the firsy time! This Rom hack was honestly some of the most fun I've had with pokemon in a long while. I actually tried to get into unbound a few times but got bored before I got to the first gym. Idk what past me was thinking because this game was straight fire! There's so many things I loved about this game that often don't happen in even official pokemon games, for example the biomes throughout the region flow nicely into each other where as say for example in hoenn there's just suddenly a desert in the corner of the map with 0 build up. My favorite area has to be blizzard city, the vibe and atmosphere is beautiful and I loved the music in the city. For the main team I used I tried to recreate my pokemon OCs team, the only difference is she has Volcarona instead of Garchomp but you don't get access to Volcarona until the post game. The game was also actually surprisingly difficult, I never got overly stuck but certain gyms and the E4 took me a few attempts. I also really appreciate the level curve in this game. In official pokemon games sometimes it feels like you're grinding for hours but here I never once had to grind and my mons were perfectly leveled for each gym. Overall I loved this hack and would love to see more like it",achievements,
My first Hall Of Fame,achievements,
"We Made It, Fam",achievements,
Feels good mon. togekiss i was unfamiliar with your game.,achievements,"Could be discussion but the User is praising their togekiss, showcasing their accomplishment and proudness."
